                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    129,                0.86025,                 1.5679,                0.99174,                 0.5101,                0.82476,                0.63074,                0.50843,                0.73467,                 1.3778,                0.96872,             0.00011848,             0.00011848,             0.00011848
                    130,                0.89072,                  1.523,                 1.0074,                0.50567,                0.82668,                0.63535,                0.50789,                 0.7464,                 1.2768,                0.97593,             0.00011825,             0.00011825,             0.00011825
                    131,                0.89825,                 1.5475,                  1.013,                0.50615,                0.83645,                0.64037,                0.51567,                0.74167,                 1.4281,                0.97578,             0.00011801,             0.00011801,             0.00011801
                    132,                0.88011,                 1.4866,                 0.9963,                0.49974,                0.82311,                 0.6304,                0.50567,                 0.7389,                 1.4034,                0.96907,             0.00011777,             0.00011777,             0.00011777
                    133,                0.87144,                 1.4839,                 0.9922,                0.49759,                0.83884,                 0.6225,                 0.5029,                0.72986,                 1.3218,                0.96758,             0.00011753,             0.00011753,             0.00011753
                    134,                0.88236,                 1.5156,                 1.0042,                0.51036,                0.84305,                0.63774,                0.51319,                0.73613,                 1.3765,                0.96904,             0.00011729,             0.00011729,             0.00011729
                    135,                0.91247,                 1.5223,                 1.0131,                0.53686,                 0.8033,                0.63743,                0.51054,                0.74043,                 1.4849,                0.96771,             0.00011705,             0.00011705,             0.00011705
                    136,                0.88416,                 1.5225,                  1.002,                0.52112,                0.80493,                0.64403,                0.51878,                0.72589,                 1.3841,                 0.9675,             0.00011682,             0.00011682,             0.00011682
                    137,                0.88053,                  1.471,                0.99974,                0.51298,                0.81475,                0.63349,                0.51238,                0.72585,                 1.9438,                0.96786,             0.00011658,             0.00011658,             0.00011658
                    138,                0.87175,                  1.497,                0.99417,                0.53939,                0.79577,                0.63806,                0.51537,                0.72418,                 1.8117,                0.96995,             0.00011634,             0.00011634,             0.00011634
                    139,                0.89317,                 1.5402,                 1.0114,                0.52517,                0.79637,                 0.6341,                0.50729,                0.74813,                 1.7614,                0.97911,              0.0001161,              0.0001161,              0.0001161
                    140,                0.86464,                  1.505,                0.99344,                0.51988,                 0.8054,                0.63623,                0.51485,                0.72757,                 1.7377,                0.97181,             0.00011586,             0.00011586,             0.00011586
                    141,                0.87509,                 1.4706,                 1.0026,                0.51529,                0.82915,                0.63929,                0.51652,                0.72458,                 2.3726,                0.97254,             0.00011562,             0.00011562,             0.00011562
                    142,                0.87345,                 1.4943,                0.99489,                0.54603,                0.79809,                0.64534,                0.52174,                0.73243,                 1.7886,                0.97878,             0.00011539,             0.00011539,             0.00011539
                    143,                 0.8651,                 1.3893,                 0.9949,                0.51859,                0.83848,                0.64025,                0.51796,                0.73067,                   1.35,                0.97132,             0.00011515,             0.00011515,             0.00011515
